time,wb_dat_o[7],wb_dat_o[6],wb_dat_o[5],wb_dat_o[4],wb_dat_o[3],wb_dat_o[2],wb_dat_o[1],wb_dat_o[0],wb_ack_o,wb_inta_o,scl_pad_o,scl_padoen_o
1.39864e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39866e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39866e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39868e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39868e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.3987e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.3987e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39872e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39872e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39874e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39874e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39876e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39876e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39878e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39878e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.3988e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.3988e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39882e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39882e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39884e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39884e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39886e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39886e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39888e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39888e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.3989e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.3989e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39892e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39892e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39894e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39894e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39896e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39896e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39898e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39898e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.399e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.399e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39902e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39902e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39904e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39904e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39906e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39906e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39908e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39908e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.3991e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.3991e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39912e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39912e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39914e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39914e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39916e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39916e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39918e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39918e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.3992e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.3992e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39922e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39922e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39924e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39924e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39926e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39926e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39928e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39928e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.3993e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.3993e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39932e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39932e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39934e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39934e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39936e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39936e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39938e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39938e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.3994e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.3994e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39942e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39942e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39944e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39944e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39946e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39946e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39948e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39948e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.3995e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.3995e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39952e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39952e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39954e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39954e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39956e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39956e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39958e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39958e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.3996e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.3996e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39962e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39962e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39964e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39964e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39966e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39966e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39968e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39968e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.3997e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.3997e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39972e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39972e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39974e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39974e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39976e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39976e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39978e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39978e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.3998e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.3998e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39982e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39982e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39984e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39984e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39986e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39986e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39988e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39988e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.3999e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.3999e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39992e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39992e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39994e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39994e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39996e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39996e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.39998e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.39998e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40002e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40002e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40004e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40004e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40006e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40006e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40008e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40008e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4001e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.4001e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40012e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40012e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40014e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40014e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40016e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40016e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40018e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40018e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.4002e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4002e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40022e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40022e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40024e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40024e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40026e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40026e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40028e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40028e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4003e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4003e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40032e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40032e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40034e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40034e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40036e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40036e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40038e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40038e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4004e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.4004e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40042e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40042e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40044e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40044e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40046e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40046e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40048e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40048e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.4005e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4005e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40052e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40052e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40054e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40054e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40056e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40056e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40058e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40058e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4006e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4006e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40062e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40062e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40064e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40064e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40066e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40066e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40068e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40068e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4007e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.4007e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40072e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40072e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40074e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40074e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40076e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40076e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40078e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40078e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.4008e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4008e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40082e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40082e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40084e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40084e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40086e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40086e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40088e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40088e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4009e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4009e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40092e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40092e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40094e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40094e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40096e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40096e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40098e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40098e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.401e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.401e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40102e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40102e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40104e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40104e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40106e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40106e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40108e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40108e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.4011e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4011e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40112e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40112e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40114e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40114e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40116e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40116e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40118e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40118e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4012e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4012e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40122e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40122e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40124e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40124e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40126e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40126e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40128e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40128e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4013e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.4013e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40132e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40132e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40134e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40134e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40136e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40136e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40138e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40138e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.4014e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4014e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40142e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40142e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40144e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40144e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40146e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40146e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40148e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40148e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4015e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4015e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40152e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40152e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40154e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40154e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40156e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40156e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40158e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40158e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4016e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.4016e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40162e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40162e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40164e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40164e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40166e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40166e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40168e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40168e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.4017e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4017e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40172e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40172e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40174e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40174e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40176e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40176e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40178e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40178e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4018e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4018e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40182e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40182e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40184e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40184e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40186e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40186e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40188e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40188e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4019e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.4019e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40192e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40192e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40194e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40194e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40196e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40196e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40198e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40198e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.402e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.402e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40202e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40202e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40204e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40204e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40206e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40206e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40208e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40208e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4021e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.4021e+06,0,1,0,0,0,0,1,1,x,0,0,1
1.40212e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40212e+06,0,1,0,0,0,0,1,1,0,0,0,1
1.40214e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40214e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40216e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40216e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40218e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40218e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.4022e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.4022e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40222e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40222e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40224e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40224e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40226e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40226e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40228e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40228e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.4023e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.4023e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40232e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40232e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40234e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40234e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40236e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40236e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40238e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40238e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.4024e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.4024e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40242e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40242e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40244e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40244e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40246e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40246e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40248e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40248e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.4025e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.4025e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40252e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40252e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40254e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40254e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40256e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40256e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40258e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40258e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.4026e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.4026e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40262e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40262e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40264e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40264e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40266e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40266e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40268e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40268e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.4027e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.4027e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40272e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40272e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40274e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40274e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40276e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40276e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40278e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40278e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.4028e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.4028e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40282e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40282e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40284e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40284e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40286e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40286e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40288e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40288e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.4029e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.4029e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40292e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40292e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40294e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40294e+06,0,1,0,0,0,0,1,1,x,0,0,0
1.40296e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40296e+06,0,1,0,0,0,0,1,1,0,0,0,0
1.40298e+06,0,1,0,0,0,0,1,1,x,0,0,0
